N,P,K,temperature,humidity,ph,rainfall,label
117.74,23.18,33.39,26.44,55.44,6.14,144.06,coffee
104.60,24.79,27.45,27.97,58.23,6.51,171.20,coffee
115.45,32.97,39.86,26.29,58.30,6.36,153.70,coffee
102.30,27.05,26.58,24.11,58.02,6.39,199.34,coffee
116.12,15.43,28.73,28.99,55.11,6.51,162.27,coffee
118.15,19.97,35.57,27.86,52.44,6.28,152.66,coffee
115.64,18.31,44.99,26.30,54.28,6.33,194.46,coffee
115.48,16.84,35.93,25.33,51.67,6.84,178.18,coffee
99.98,30.53,36.57,24.23,53.96,6.94,199.13,coffee
104.64,27.01,32.06,27.24,57.85,6.42,155.55,coffee
109.12,26.70,42.07,25.64,56.31,6.82,156.07,coffee
106.42,27.84,32.62,27.87,58.65,6.07,197.26,coffee
100.64,34.58,36.18,26.61,54.07,6.08,164.92,coffee
117.73,26.44,42.24,26.95,56.38,6.80,154.85,coffee
103.85,24.88,39.24,25.02,58.94,6.92,174.53,coffee
108.61,20.35,38.69,24.38,56.47,6.59,198.28,coffee
99.97,33.23,41.79,23.38,51.30,6.03,147.47,coffee
107.59,33.63,43.98,24.99,58.76,6.82,145.90,coffee
107.00,16.81,26.48,23.42,59.30,6.86,193.29,coffee
96.10,20.62,34.81,24.32,56.15,6.79,195.13,coffee
98.16,33.23,32.97,28.06,58.43,6.65,170.80,coffee
117.82,16.13,30.09,27.21,57.96,6.74,184.37,coffee
98.47,31.87,42.54,26.36,51.46,6.38,199.29,coffee
95.12,17.78,35.32,24.89,58.81,6.28,176.36,coffee
101.83,21.35,37.56,28.77,55.97,6.26,150.97,coffee
114.67,17.83,37.11,24.46,55.46,6.55,186.13,coffee
95.62,30.80,40.14,23.47,53.17,6.92,147.96,coffee
97.78,15.58,29.55,23.61,56.78,6.77,169.29,coffee
118.26,32.10,33.83,28.04,54.00,6.20,149.63,coffee
118.65,30.31,40.72,23.46,56.84,6.52,189.25,coffee
106.21,26.11,35.81,25.76,59.55,6.97,151.21,coffee
117.19,16.94,33.87,27.83,53.29,6.61,144.17,coffee
96.65,18.70,30.75,25.10,51.15,6.15,181.47,coffee
108.38,21.85,26.26,25.47,56.49,6.77,151.39,coffee
115.84,29.86,34.42,28.34,53.86,6.31,144.08,coffee
115.74,34.92,28.42,23.06,58.83,6.74,172.13,coffee
96.59,32.16,27.19,28.30,54.35,6.71,190.05,coffee
96.95,24.29,31.31,28.68,55.33,6.28,178.37,coffee
115.28,33.77,27.26,25.60,50.98,6.94,166.68,coffee
110.82,21.30,30.11,23.31,55.63,6.92,196.23,coffee
108.91,22.50,29.41,27.45,51.33,6.36,197.15,coffee
103.65,25.45,26.35,25.93,50.31,6.02,166.38,coffee
111.23,32.78,34.74,26.52,50.35,6.02,198.39,coffee
96.14,21.45,33.22,28.79,51.20,6.11,165.67,coffee
112.86,33.55,37.01,27.12,59.70,6.70,146.84,coffee
99.45,22.11,34.47,25.09,52.24,6.64,165.31,coffee
116.36,22.52,35.43,25.72,53.17,6.27,193.54,coffee
102.31,19.30,42.88,25.05,58.46,6.77,143.45,coffee
112.22,15.22,26.00,28.91,51.98,6.10,159.63,coffee
106.18,28.65,43.46,23.31,53.71,6.12,171.36,coffee
106.83,23.25,25.59,25.60,59.25,6.30,177.82,coffee
